id,max_level,mpp,ppm,type,exp_strategy,tumor_percentage
01aa3742-1e10-4963-9a8d-71cea33d11fc,16,0.50,1994017.946161516,BS1,Tissue Slide,0
ede57d43-827d-4028-b123-bc0e50fe6e7e,14,0.50,1994017.946161516,TS1,Tissue Slide,0
9f39e74b-4a9c-4aaa-b370-c1c543b5bad0,15,0.25,4061738.424045492,TS1,Tissue Slide,0
062cb4de-657b-48b8-9348-eab41947358e,16,0.50,1994017.946161516,TS1,Tissue Slide,0
e4285698-28e8-4171-9cb5-b4290e2cd228,16,0.50,2017349.203147065,TS1,Tissue Slide,0
08d54581-e232-4ce7-8e5c-c79a23d72770,16,0.50,1994017.946161516,BS1,Tissue Slide,0
57bf1f42-9dce-495a-98c0-faa3a7d539a8,15,0.50,1994017.946161516,TS1,Tissue Slide,0
af95c5cb-b4a7-41e5-91af-9c2404c68edd,15,0.50,1994017.946161516,BS1,Tissue Slide,0
36b9490b-1dd2-445b-a2e0-45d5f86c85cc,16,0.25,4070004.07000407,TS1,Tissue Slide,0
0763192d-a9cb-43a8-ab5e-00c33529d835,16,0.25,4061738.424045492,TS1,Tissue Slide,0
5b3ef2d8-2485-4dae-8a53-1dfd38e1b13d,15,0.50,1994017.946161516,TS1,Tissue Slide,0
4e283069-d952-4af2-ac1c-303a2725ab53,15,0.50,1994017.946161516,TS1,Tissue Slide,0
fcf5a39f-5537-4cbf-8f27-8235dd087921,15,0.50,1994017.946161516,TS1,Tissue Slide,0
5d67943b-0b63-4b29-bf62-639391bbc8d1,15,0.50,1994017.946161516,BS1,Tissue Slide,0
7e7ab04d-206f-4d3c-acdb-252da4b5bbb8,16,0.50,1994017.946161516,TS1,Tissue Slide,0
cd3b0c24-02e5-4064-8bb0-088be9946498,15,0.50,1994017.946161516,TS1,Tissue Slide,0
27aa8d01-387b-4b39-8c62-148c67403feb,16,0.50,1994017.946161516,TS1,Tissue Slide,0
85ccc853-8114-4ada-9742-d9379d90a60c,14,0.50,1994017.946161516,BS1,Tissue Slide,0
f65364be-c62f-4dd5-915a-498d95844209,14,0.50,1994017.946161516,TS1,Tissue Slide,0
e392f1eb-816a-4337-ae43-c2258d855895,15,0.50,1994017.946161516,TS1,Tissue Slide,0
90349ff4-030d-4724-89cc-77f4760076d1,16,0.50,1994017.946161516,BS1,Tissue Slide,0
5b75840b-7fe5-4017-ad67-bb3beb420fad,15,0.50,1994017.946161516,BS1,Tissue Slide,0
d1f1b03a-c140-439c-bb85-0cafaaa86f46,16,0.25,4070004.07000407,TS1,Tissue Slide,0
e6a20f9c-1183-4af2-8e55-ef6f92999545,16,0.50,2017349.203147065,TSA,Tissue Slide,0
1b276c95-1ef3-4218-a9f8-fae2ada84da5,15,0.25,3968253.9682539687,TS1,Tissue Slide,0
34d15e98-6c95-4d95-b96c-1b7c8e62d9f4,16,0.50,1994017.946161516,TS1,Tissue Slide,0
41288d66-80ab-4b7a-a921-c9624429ca32,17,0.50,1994017.946161516,TS1,Tissue Slide,0
70ea32c9-9179-45a2-83eb-19fbf72f653b,16,0.50,1994017.946161516,BS1,Tissue Slide,0
902db3a7-2ebc-429c-a0ea-1f8ac8e337b7,16,0.25,3968253.9682539687,TS1,Tissue Slide,0
4bfead9d-61ca-418c-9a45-04b13c183342,15,0.25,3968253.9682539687,TS1,Tissue Slide,0
993da64b-6dc1-4c7f-b56f-b7909c16ba07,15,0.50,1994017.946161516,TS1,Tissue Slide,0
5f2216b2-2c1d-4f20-bda5-58aa0edf1061,15,0.50,1994017.946161516,TS1,Tissue Slide,0
23c90917-3a89-40f0-bbac-e29e1a518369,16,0.25,3968253.9682539687,TS1,Tissue Slide,0
dc830c85-c223-4df2-ab27-a168aa62a05d,15,0.50,1994017.946161516,TS1,Tissue Slide,0
62702c7f-cdfe-4fa1-829b-ba3bd17367cf,15,0.50,1994017.946161516,BS1,Tissue Slide,0
1dc4eb6a-ce66-4049-8102-88cbe58cbb3b,15,0.50,1994017.946161516,TS1,Tissue Slide,0
db65ae8d-2429-4fa7-a35e-d07f06df20a0,14,0.50,1994017.946161516,TS1,Tissue Slide,0
976b3009-8512-43b0-b862-70f6664128aa,14,0.50,1994017.946161516,TS1,Tissue Slide,0
057cd77b-bc15-4fff-b0d6-955fcd2e8996,14,0.50,1994017.946161516,TS1,Tissue Slide,0
1f27196e-5095-40f2-bc3b-c3dc75781cc4,16,0.25,4070004.07000407,TS1,Tissue Slide,0
54a22bd9-f866-496f-9181-dc802f82b8cc,14,0.50,1994017.946161516,BS1,Tissue Slide,0
93bd4460-9b27-4c4d-a430-1345120d6a54,15,0.50,1994017.946161516,BS1,Tissue Slide,0
f8556690-48a8-4313-bbd6-1485bdf7d5dd,15,0.50,1994017.946161516,TS1,Tissue Slide,0
9768d684-2886-431a-beda-8eba380ddef9,16,0.25,4061738.424045492,TS1,Tissue Slide,0
f1034ad4-e7b4-49aa-ae0b-923f229ebf98,15,0.50,1994017.946161516,BS1,Tissue Slide,0
ee884dc4-35ff-4115-9057-35dae654c7cc,15,0.50,1994017.946161516,TS1,Tissue Slide,0
8f933b51-73dd-4ece-b14d-af34b27b00e4,16,0.25,4070004.07000407,TS1,Tissue Slide,0
e17cd2fc-345e-49ba-a0a0-b1f1ae60f22a,15,0.25,4061738.424045492,TS1,Tissue Slide,0
816c84e1-bbcb-4709-a576-e0ceffe77a53,16,0.50,1994017.946161516,TS1,Tissue Slide,0
9f4afe07-559e-4255-9588-093fd0886539,15,0.50,1994017.946161516,TS1,Tissue Slide,0
21b63e96-2e2c-4820-8c5f-f39e6cb298fc,16,0.50,1994017.946161516,TS1,Tissue Slide,0
9491261b-811e-4a6b-9d63-636c15a640e7,15,0.50,1994017.946161516,BS1,Tissue Slide,0
4a916ab5-741a-474d-8120-1c537f46afdf,15,0.50,1994017.946161516,BS1,Tissue Slide,0
6f345410-6584-4fc6-bfd9-7c509b5a8383,15,0.50,1994017.946161516,BS1,Tissue Slide,0
f024dd02-0619-4b0c-987a-f8655c85b9b1,15,0.50,1994017.946161516,BS1,Tissue Slide,0
4a472937-f8a8-4a0e-a89b-7b126591ebe8,15,0.50,1994017.946161516,BS1,Tissue Slide,0
5f7a1dab-83be-485b-8d9f-f844fea4c137,15,0.50,1994017.946161516,TS1,Tissue Slide,0
364efe7e-8a80-4f22-a0d0-fa74ecc8893b,16,0.25,4070004.07000407,TS1,Tissue Slide,0
46d1be60-212e-4413-a82a-e32d6eecbb0b,15,0.50,1994017.946161516,BS1,Tissue Slide,0
27fb3129-4aa8-4b4a-8fb7-6b05d17e9294,15,0.25,3968253.9682539687,TS1,Tissue Slide,0
6e1a5b9a-4825-42da-bc6d-5062dcf68527,16,0.50,1994017.946161516,TS1,Tissue Slide,0
ba5e9609-1bb5-4a88-be37-57b460d29ec0,15,0.50,1994017.946161516,TS1,Tissue Slide,0
3c165dc0-c355-4c4a-920b-8041cc185fc7,15,0.50,1994017.946161516,TS1,Tissue Slide,0
01693495-3f3f-4d40-acc2-6c36484422f4,15,0.50,1994017.946161516,TS1,Tissue Slide,0
55c22606-ddcf-4aa9-a681-ad7d4446549c,15,0.50,1994017.946161516,TS1,Tissue Slide,0
cd93c38e-343c-4e09-9f76-ab107dcade83,15,0.50,1994017.946161516,BS1,Tissue Slide,0
5e26cbfd-e023-482e-a132-08483e883610,15,0.50,1994017.946161516,TS1,Tissue Slide,0
e66550cb-c752-4bc9-b631-849c649689ce,16,0.50,1994017.946161516,TS1,Tissue Slide,0
1d8a1b63-ccd5-4e01-8d1a-36e93037e823,15,0.50,1994017.946161516,TS1,Tissue Slide,0
da8a360c-eae6-4652-b029-2658f026ae9e,15,0.50,1994017.946161516,TS1,Tissue Slide,0
66f944b2-4605-4a0b-ab4b-5b6a5131a2e0,14,0.50,1994017.946161516,TS1,Tissue Slide,0
1ea9eb13-cb58-41f8-aff7-0948179292f5,15,0.25,4070004.07000407,TS1,Tissue Slide,0
b581f1d6-cc10-43de-a70f-d1ff4c95ef86,15,0.50,1994017.946161516,TS1,Tissue Slide,0
063c485d-dd0f-4ea2-9a41-4e475c192a38,15,0.50,1994017.946161516,BS1,Tissue Slide,0
67578c73-e5b9-4c2f-aeda-061440b416bf,15,0.25,3968253.9682539687,TS1,Tissue Slide,0
8314a862-1024-40e2-94b4-be74160aadfa,16,0.25,3968253.9682539687,TS1,Tissue Slide,0
f8563dc5-91ae-48f7-8999-43020b071ff1,15,0.50,1994017.946161516,TS1,Tissue Slide,0
2765ef6f-3074-4d31-a8dd-d221622477a5,15,0.50,1994017.946161516,BS1,Tissue Slide,0
96272bf7-561c-4311-b7b6-6bab4b5f8a6f,15,0.50,1994017.946161516,BS1,Tissue Slide,0
42b87024-db51-441e-ae04-e75dbd4c8d6d,16,0.50,2017349.203147065,TS1,Tissue Slide,0
6e138527-e41a-43ff-a90b-4f28c3c544e6,15,0.50,1994017.946161516,TS1,Tissue Slide,0
50b3dabf-553a-4a3b-b5d4-9e488dec62e5,14,0.50,1994017.946161516,TS1,Tissue Slide,0
aa25b582-a111-43fb-81fb-249c05538558,14,0.50,1994017.946161516,BS1,Tissue Slide,0
a358e935-4062-47c4-88e8-d2ee11bf7f89,15,0.25,4061738.424045492,TS1,Tissue Slide,0
8b23a9a1-cd95-4cbf-9423-d5c0af91247e,16,0.25,4070004.07000407,TS1,Tissue Slide,0
c129c6f4-94c9-4340-a71b-871e731a974e,16,0.25,3968253.9682539687,TS1,Tissue Slide,0
5b1e6eaa-b49f-4bc9-a95d-20b7bbeee9f7,15,0.50,1994017.946161516,BS1,Tissue Slide,0
4050604e-ce29-4d93-bd1f-4e16b1be41d2,15,0.50,1994017.946161516,TS1,Tissue Slide,0
16fc113d-a79b-419c-a989-0e57635b84e4,16,0.25,4061738.424045492,TS1,Tissue Slide,0
98ad80c2-8f70-44bc-aa59-7d59a0fb0f11,15,0.50,1994017.946161516,BS1,Tissue Slide,0
46643b9d-7c72-4e09-ab8a-0d61598f8f87,16,0.50,1994017.946161516,TS1,Tissue Slide,0
c99da01e-129b-4c7e-8b5e-219f22db2b65,15,0.50,1994017.946161516,TS1,Tissue Slide,0
cceabb85-18c4-434b-ae25-f748dbff84f1,15,0.50,1994017.946161516,TS1,Tissue Slide,0
a35ec2db-c25b-468d-acf2-8578a7773645,16,0.50,1994017.946161516,TS1,Tissue Slide,0
d6c985e2-2f0a-416c-81ee-aca6521427d2,15,0.50,1994017.946161516,TS1,Tissue Slide,0
d52371b9-859e-463b-aea8-735167086849,15,0.50,1994017.946161516,TS1,Tissue Slide,0
d1a5c443-1770-4577-8045-0bacc45bec14,16,0.50,1994017.946161516,TS1,Tissue Slide,0
53e164ab-9bc4-424e-9ab7-42f0d7fee702,16,0.50,1994017.946161516,BS1,Tissue Slide,0
e5c88b83-5d99-4b9f-b7f5-e7c8024d3adb,15,0.25,3968253.9682539687,TS1,Tissue Slide,0
7ce4ef14-8162-4027-b08e-0814bdc10960,15,0.50,1994017.946161516,BS1,Tissue Slide,0
cfcf00f3-426e-4b67-9be6-f0109f5f9c7c,15,0.50,1994017.946161516,BS1,Tissue Slide,0
35e48f1a-d8aa-4b4b-964c-634c97f28915,15,0.50,1994017.946161516,TS1,Tissue Slide,0
b9c72f16-062b-4267-a58b-a367dc1064cc,15,0.50,1994017.946161516,BS1,Tissue Slide,0
26519a0b-2fb9-4220-b900-7f2a06fe47cd,15,0.50,1994017.946161516,TS1,Tissue Slide,0
4ecd8afa-2694-4c70-a332-68d405603438,15,0.50,1994017.946161516,TS1,Tissue Slide,0
58520875-9642-46a8-80db-f6b14bba7771,16,0.50,1994017.946161516,TS1,Tissue Slide,0
5c124fbc-1522-4237-acab-589a8b5b6325,15,0.50,1994017.946161516,BS1,Tissue Slide,0
cc87d05d-b38b-44ad-b1e0-2212b75810fe,15,0.50,1994017.946161516,TS1,Tissue Slide,0
32de666b-7e8f-4c17-8c0c-0886ef1a588a,14,0.50,1994017.946161516,BS1,Tissue Slide,0
294fc1de-f4c1-48d3-9aaa-7ce363308e38,16,0.50,1994017.946161516,TS1,Tissue Slide,0
409faa82-f354-46c7-9804-b5ebf60f0c31,14,0.50,1994017.946161516,BS1,Tissue Slide,0
46bb857a-6ffd-4522-96d8-e0c6c2ae0d00,15,0.50,1994017.946161516,BS1,Tissue Slide,0
48eed0d8-080d-4313-a572-325bf8701143,15,0.50,1994017.946161516,BS1,Tissue Slide,0
37b88cf5-ac9e-4582-a45f-71c1a4b22c5d,15,0.50,1994017.946161516,BS1,Tissue Slide,0
f372efe2-fd8e-4652-9bee-4cb6d5adb444,16,0.25,4070004.07000407,TS1,Tissue Slide,0
8a3514e4-6981-4d47-a8e1-3d733ba59687,16,0.50,1994017.946161516,TS1,Tissue Slide,0
c3151177-9590-4dd0-94cb-3134db76946c,15,0.25,3968253.9682539687,TS1,Tissue Slide,0
003a34f3-fb8d-4cc6-aa0b-013d7c0aa34b,15,0.50,1994017.946161516,TS1,Tissue Slide,0
dcfd9ce0-edba-4479-85f1-99d052e66793,14,0.50,1994017.946161516,BS1,Tissue Slide,0
866b906b-bb91-4616-8696-1c1ed5646be8,15,0.50,1994017.946161516,BS1,Tissue Slide,0
614a3412-1f7c-4d60-9149-7ea3094ac949,15,0.50,1994017.946161516,TS1,Tissue Slide,0
5fe79b00-2caa-4b97-8f80-810a62e54dc4,17,0.50,2017349.203147065,TS1,Tissue Slide,0
bc17fa0b-c5b4-4563-9b04-508c9e2cc29d,16,0.50,1994017.946161516,TS1,Tissue Slide,0
bbfbc39a-91cd-4a32-972a-66bbafcb5ba4,16,0.50,1994017.946161516,BS1,Tissue Slide,0
524b887e-2ccb-45a6-bb8e-ae15db64976e,16,0.50,1994017.946161516,TS1,Tissue Slide,0
00ecc143-b5be-4444-be99-42ed6f63d2df,16,0.25,4070004.07000407,TS1,Tissue Slide,0
f35f6644-e5ec-4c28-834a-e192d454b2e2,15,0.50,1994017.946161516,TS1,Tissue Slide,0
d46b25c6-6e12-423c-8b62-a9510435f5be,16,0.50,1994017.946161516,BS1,Tissue Slide,0
f081d73c-4f7b-496d-a2f7-82a590fa12b7,15,0.50,1994017.946161516,TS1,Tissue Slide,0
44b058f3-57c6-4fd6-9fb2-e829be439124,15,0.25,4070004.07000407,TS1,Tissue Slide,0
d991256b-9c94-457f-aeb8-3f1dea7721dc,15,0.50,1994017.946161516,BS1,Tissue Slide,0
df5d86fc-6224-4da8-9914-465a75ef7a50,15,0.50,1994017.946161516,TS1,Tissue Slide,0
f54db79c-80db-4471-96c0-e0ffde05c944,14,0.50,1994017.946161516,BS1,Tissue Slide,0
c61a3c0c-2602-492c-94c8-419e86ac5043,14,0.50,1994017.946161516,TS1,Tissue Slide,0
ae5ef0b8-ff42-45eb-afe6-b1246e5113d3,17,0.25,4070004.07000407,TS1,Tissue Slide,0
a4e14fc6-b703-4177-8bf9-01157c830363,16,0.50,1994017.946161516,TS1,Tissue Slide,0
a21d1253-3161-4b5c-a5c3-7d6a26b15d56,16,0.50,1994017.946161516,TS1,Tissue Slide,0
2d4f1eb6-e282-41c9-95a1-2c726f50986b,15,0.25,4061738.424045492,TS1,Tissue Slide,0
9418e403-99a0-497e-aef6-60245a115c14,16,0.50,1994017.946161516,BS1,Tissue Slide,0
6454f3a3-ab25-444b-85f2-b3d8a212c727,14,0.50,1994017.946161516,BS1,Tissue Slide,0
7c9600c9-f478-4bf2-961b-2f0a4ca8acd8,15,0.25,4070004.07000407,TS1,Tissue Slide,0
154f85fa-db93-4ae8-9f9e-c6ee1e622c23,16,0.50,1994017.946161516,TS1,Tissue Slide,0
14bc4006-3e88-4d4b-8139-7f954bd63281,15,0.50,1994017.946161516,BS1,Tissue Slide,0
78ff8e4e-1f5b-4b5f-9ba9-85faf9692cab,15,0.50,1994017.946161516,TS1,Tissue Slide,0
a66ae69e-e6e3-440a-a9b3-135c68948b67,15,0.50,1994017.946161516,BS1,Tissue Slide,0
7c398f61-3f33-468a-b184-0f41a006ea68,16,0.50,1994017.946161516,BS1,Tissue Slide,0
a8f5cb7c-dbf8-41d7-9067-eddd8f31dbdf,14,0.50,1994017.946161516,BS1,Tissue Slide,0
21767848-3e15-4b2a-b957-a18999f38899,15,0.50,1994017.946161516,BS1,Tissue Slide,0
85e2d8c2-c1ff-47ce-87fb-2ab0c354bd69,15,0.50,1994017.946161516,BS1,Tissue Slide,0
bda3e74e-947b-4e16-bdb1-a604558a475d,16,0.25,3968253.9682539687,TS1,Tissue Slide,0
c70451ac-af9d-46ed-a67b-727f95cf4405,15,0.25,4070004.07000407,TS1,Tissue Slide,0
91ac4b34-f262-43a7-89cb-53d5a741218a,15,0.50,1994017.946161516,BS1,Tissue Slide,0
9848b1ac-b2e1-400e-a3ff-9c1ecbc48f1c,16,0.50,1994017.946161516,TS1,Tissue Slide,0
0ff1a643-f7d1-42ab-b8fa-8f3b7f73f34d,15,0.50,1994017.946161516,TS1,Tissue Slide,0
5ef1dbb9-ef5d-44cc-ba9d-491d1a2801f3,14,0.50,1994017.946161516,TS1,Tissue Slide,0
a17de85e-55e0-4657-a527-b6bd6c4c23f5,15,0.50,1994017.946161516,TS1,Tissue Slide,0
5e5812b6-ed26-4b57-9291-8f65af431848,15,0.50,1994017.946161516,BS1,Tissue Slide,0
604224ff-3b13-4ab3-8510-3071942e3ef3,16,0.50,1994017.946161516,TS1,Tissue Slide,0
ace2c6c4-208f-487a-ba37-f5fb23a834f1,14,0.50,1994017.946161516,BS1,Tissue Slide,0
c43b7e90-012a-4734-a22d-6ac0519eaad2,15,0.50,1994017.946161516,TS1,Tissue Slide,0
1f18d151-2e05-4b0b-8f0d-f8ac61db09ec,15,0.50,1994017.946161516,TS1,Tissue Slide,0
f5b6c323-60d0-47ad-a52b-8f6f4fb4c5ed,16,0.50,1994017.946161516,BS1,Tissue Slide,0
d5e23ec3-8aaa-4126-8829-1e3199acaef1,15,0.50,1994017.946161516,BS1,Tissue Slide,0
6a9893d2-2476-4baf-b5b1-d155ceb49095,15,0.50,1994017.946161516,BS1,Tissue Slide,0
0858386c-51e5-4d1b-aa3e-eacc494e4ce5,16,0.25,3968253.9682539687,TS1,Tissue Slide,0
bf440d78-d9e4-44e8-b9c8-62311d205dd0,15,0.50,1994017.946161516,BS1,Tissue Slide,0
734286d8-e7fa-4788-976c-3d3b591d3a7e,14,0.50,1994017.946161516,TS1,Tissue Slide,0
2f9dbaee-86a2-4fa6-9985-b85c09a10dfe,15,0.50,1994017.946161516,TS1,Tissue Slide,0
68c6845b-b38f-4947-9dfc-88fddfd6a7e3,15,0.50,1994017.946161516,TS1,Tissue Slide,0
faff3d4d-d80e-48e0-ae2d-8a8e9146aeca,16,0.50,1994017.946161516,BS1,Tissue Slide,0
